column,problem,answer
B,129 + 82,211
B,106 + 106,212
B,19 + 194,213
B,54 + 160,214
B,162 + 53,215
B,91 + 125,216
B,156 + 61,217
B,51 + 167,218
B,149 + 70,219
B,21 + 199,220
B,176 + 45,221
B,183 + 39,222
B,194 + 29,223
B,83 + 141,224
B,75 + 150,225
I,288 + 95,383
I,215 + 169,384
I,127 + 258,385
I,93 + 293,386
I,58 + 329,387
I,169 + 219,388
I,194 + 195,389
I,131 + 259,390
I,192 + 199,391
I,34 + 358,392
I,47 + 346,393
I,377 + 17,394
I,27 + 368,395
I,209 + 187,396
I,58 + 339,397
N,351 + 196,547
N,468 + 80,548
N,67 + 482,549
N,509 + 41,550
N,123 + 428,551
N,69 + 483,552
N,228 + 325,553
N,235 + 319,554
N,426 + 129,555
N,276 + 280,556
N,477 + 80,557
N,499 + 59,558
N,464 + 95,559
N,293 + 267,560
N,307 + 254,561
G,673 + 33,706
G,249 + 458,707
G,390 + 318,708
G,221 + 488,709
G,87 + 623,710
G,236 + 475,711
G,331 + 381,712
G,518 + 195,713
G,505 + 209,714
G,46 + 669,715
G,119 + 597,716
G,290 + 427,717
G,535 + 183,718
G,55 + 664,719
G,328 + 392,720
O,445 + 416,861
O,357 + 505,862
O,277 + 586,863
O,125 + 739,864
O,772 + 93,865
O,769 + 97,866
O,80 + 787,867
O,478 + 390,868
O,777 + 92,869
O,448 + 422,870
O,105 + 766,871
O,145 + 727,872
O,492 + 381,873
O,787 + 87,874
O,388 + 487,875
