column,problem,answer
B,82 + 129,211
B,703 - 491,212
B,168 + 45,213
B,373 - 159,214
B,23 + 192,215
B,761 - 545,216
B,167 + 50,217
B,317 - 99,218
B,133 + 86,219
B,404 - 184,220
B,82 + 139,221
B,301 - 79,222
B,78 + 145,223
B,320 - 96,224
B,198 + 27,225
I,305 + 78,383
I,850 - 466,384
I,107 + 278,385
I,654 - 268,386
I,296 + 91,387
I,928 - 540,388
I,299 + 90,389
I,663 - 273,390
I,172 + 219,391
I,947 - 555,392
I,336 + 57,393
I,545 - 151,394
I,218 + 177,395
I,748 - 352,396
I,279 + 118,397
N,474 + 73,547
N,957 - 409,548
N,172 + 377,549
N,934 - 384,550
N,175 + 376,551
N,935 - 383,552
N,270 + 283,553
N,846 - 292,554
N,177 + 378,555
N,903 - 347,556
N,277 + 280,557
N,983 - 425,558
N,460 + 99,559
N,909 - 349,560
N,463 + 98,561
G,655 + 51,706
G,773 - 66,707
G,670 + 38,708
G,888 - 179,709
G,435 + 275,710
G,960 - 249,711
G,662 + 50,712
G,870 - 157,713
G,137 + 577,714
G,992 - 277,715
G,538 + 178,716
G,766 - 49,717
G,429 + 289,718
G,822 - 103,719
G,626 + 94,720
O,157 + 704,861
O,937 - 75,862
O,219 + 644,863
O,956 - 92,864
O,783 + 82,865
O,912 - 46,866
O,191 + 676,867
O,983 - 115,868
O,494 + 375,869
O,924 - 54,870
O,814 + 57,871
O,907 - 35,872
O,726 + 147,873
O,966 - 92,874
O,389 + 486,875
