column,problem,answer
B,Round 214 to the nearest 100,200
B,Round 262 to the nearest 100,300
B,Round 544 to the nearest 100,500
B,Round 642 to the nearest 100,600
B,Round 669 to the nearest 100,700
B,Round 899 to the nearest 100,900
B,Round 953 to the nearest 100,1000
B,Round 1138 to the nearest 100,1100
B,Round 1166 to the nearest 100,1200
B,Round 1430 to the nearest 100,1400
B,Round 1491 to the nearest 100,1500
B,Round 1556 to the nearest 100,1600
B,Round 1821 to the nearest 100,1800
B,Round 1852 to the nearest 100,1900
B,Round 1985 to the nearest 100,2000
I,Round 2236 to the nearest 100,2200
I,Round 2270 to the nearest 100,2300
I,Round 2447 to the nearest 100,2400
I,Round 2597 to the nearest 100,2600
I,Round 2718 to the nearest 100,2700
I,Round 2808 to the nearest 100,2800
I,Round 2982 to the nearest 100,3000
I,Round 3127 to the nearest 100,3100
I,Round 3160 to the nearest 100,3200
I,Round 3251 to the nearest 100,3300
I,Round 3514 to the nearest 100,3500
I,Round 3558 to the nearest 100,3600
I,Round 3724 to the nearest 100,3700
I,Round 3891 to the nearest 100,3900
I,Round 4012 to the nearest 100,4000
N,Round 4118 to the nearest 100,4100
N,Round 4332 to the nearest 100,4300
N,Round 4425 to the nearest 100,4400
N,Round 4457 to the nearest 100,4500
N,Round 4663 to the nearest 100,4700
N,Round 4837 to the nearest 100,4800
N,Round 4935 to the nearest 100,4900
N,Round 4980 to the nearest 100,5000
N,Round 5210 to the nearest 100,5200
N,Round 5328 to the nearest 100,5300
N,Round 5415 to the nearest 100,5400
N,Round 5573 to the nearest 100,5600
N,Round 5664 to the nearest 100,5700
N,Round 5797 to the nearest 100,5800
N,Round 6038 to the nearest 100,6000
G,Round 6088 to the nearest 100,6100
G,Round 6233 to the nearest 100,6200
G,Round 6442 to the nearest 100,6400
G,Round 6461 to the nearest 100,6500
G,Round 6562 to the nearest 100,6600
G,Round 6759 to the nearest 100,6800
G,Round 6892 to the nearest 100,6900
G,Round 7010 to the nearest 100,7000
G,Round 7093 to the nearest 100,7100
G,Round 7336 to the nearest 100,7300
G,Round 7375 to the nearest 100,7400
G,Round 7480 to the nearest 100,7500
G,Round 7654 to the nearest 100,7700
G,Round 7760 to the nearest 100,7800
G,Round 7922 to the nearest 100,7900
O,Round 8095 to the nearest 100,8100
O,Round 8177 to the nearest 100,8200
O,Round 8276 to the nearest 100,8300
O,Round 8493 to the nearest 100,8500
O,Round 8581 to the nearest 100,8600
O,Round 8697 to the nearest 100,8700
O,Round 8935 to the nearest 100,8900
O,Round 9024 to the nearest 100,9000
O,Round 9128 to the nearest 100,9100
O,Round 9232 to the nearest 100,9200
O,Round 9358 to the nearest 100,9400
O,Round 9504 to the nearest 100,9500
O,Round 9592 to the nearest 100,9600
O,Round 9751 to the nearest 100,9800
O,Round 9926 to the nearest 100,9900
