column,problem,answer
B,135 ÷ 45,3
B,200 ÷ 50,4
B,516 ÷ 86,6
B,182 ÷ 26,7
B,336 ÷ 42,8
B,600 ÷ 60,10
B,418 ÷ 38,11
B,732 ÷ 61,12
B,1022 ÷ 73,14
B,1455 ÷ 97,15
B,576 ÷ 36,16
B,1152 ÷ 64,18
B,570 ÷ 30,19
B,1060 ÷ 53,20
B,902 ÷ 41,22
I,782 ÷ 34,23
I,1584 ÷ 66,24
I,1248 ÷ 48,26
I,351 ÷ 13,27
I,1232 ÷ 44,28
I,1769 ÷ 61,29
I,992 ÷ 32,31
I,416 ÷ 13,32
I,1749 ÷ 53,33
I,3010 ÷ 86,35
I,648 ÷ 18,36
I,2183 ÷ 59,37
I,2652 ÷ 68,39
I,3520 ÷ 88,40
I,3403 ÷ 83,41
N,2064 ÷ 48,43
N,2816 ÷ 64,44
N,1890 ÷ 42,45
N,3055 ÷ 65,47
N,4704 ÷ 98,48
N,1078 ÷ 22,49
N,1377 ÷ 27,51
N,2704 ÷ 52,52
N,4770 ÷ 90,53
N,4950 ÷ 90,55
N,3864 ÷ 69,56
N,2223 ÷ 39,57
N,3127 ÷ 53,59
N,4380 ÷ 73,60
N,1464 ÷ 24,61
G,2583 ÷ 41,63
G,5376 ÷ 84,64
G,2925 ÷ 45,65
G,5829 ÷ 87,67
G,2516 ÷ 37,68
G,966 ÷ 14,69
G,2840 ÷ 40,71
G,6192 ÷ 86,72
G,3796 ÷ 52,73
G,7275 ÷ 97,75
G,5320 ÷ 70,76
G,3234 ÷ 42,77
G,5694 ÷ 73,78
G,880 ÷ 11,80
G,3402 ÷ 42,81
O,7298 ÷ 89,82
O,2184 ÷ 26,84
O,1530 ÷ 18,85
O,946 ÷ 11,86
O,7304 ÷ 83,88
O,5963 ÷ 67,89
O,6930 ÷ 77,90
O,3588 ÷ 39,92
O,1674 ÷ 18,93
O,2632 ÷ 28,94
O,5856 ÷ 61,96
O,1552 ÷ 16,97
O,2548 ÷ 26,98
O,1500 ÷ 15,100
O,6666 ÷ 66,101
