column,problem,answer
B,100 × 10,1000
B,211 × 11,2321
B,115 × 28,3220
B,226 × 18,4068
B,271 × 18,4878
B,472 × 12,5664
B,586 × 11,6446
B,267 × 27,7209
B,569 × 14,7966
B,513 × 17,8721
B,631 × 15,9465
B,601 × 17,10217
B,457 × 24,10968
B,839 × 14,11746
B,313 × 40,12520
I,283 × 47,13301
I,641 × 22,14102
I,466 × 32,14912
I,171 × 92,15732
I,215 × 77,16555
I,341 × 51,17391
I,793 × 23,18239
I,222 × 86,19092
I,307 × 65,19955
I,463 × 45,20835
I,724 × 30,21720
I,254 × 89,22606
I,871 × 27,23517
I,349 × 70,24430
I,975 × 26,25350
N,381 × 69,26289
N,373 × 73,27229
N,386 × 73,28178
N,971 × 30,29130
N,350 × 86,30100
N,971 × 32,31072
N,553 × 58,32074
N,341 × 97,33077
N,401 × 85,34085
N,975 × 36,35100
N,769 × 47,36143
N,791 × 47,37177
N,889 × 43,38227
N,678 × 58,39324
N,603 × 67,40401
G,477 × 87,41499
G,789 × 54,42606
G,893 × 49,43757
G,561 × 80,44880
G,755 × 61,46055
G,787 × 60,47220
G,949 × 51,48399
G,954 × 52,49608
G,997 × 51,50847
G,883 × 59,52097
G,861 × 62,53382
G,977 × 56,54712
G,824 × 68,56032
G,727 × 79,57433
G,633 × 93,58869
O,973 × 62,60326
O,871 × 71,61841
O,654 × 97,63438
O,834 × 78,65052
O,710 × 94,66740
O,926 × 74,68524
O,848 × 83,70384
O,813 × 89,72357
O,809 × 92,74428
O,892 × 86,76712
O,808 × 98,79184
O,872 × 94,81968
O,907 × 94,85258
O,904 × 99,89496
O,999 × 99,98901
