column,problem,answer
B,4 - 2,2
B,4 - 1,3
B,10 - 6,4
B,6 - 1,5
B,14 - 8,6
B,14 - 7,7
B,9 - 1,8
B,16 - 7,9
B,12 - 2,10
I,12 - 8,4
I,13 - 8,5
I,10 - 4,6
I,14 - 7,7
I,15 - 7,8
I,10 - 1,9
I,19 - 9,10
I,19 - 8,11
I,18 - 6,12
N,13 - 7,6
N,10 - 3,7
N,9 - 1,8
N,10 - 1,9
N,17 - 7,10
N,18 - 7,11
N,19 - 7,12
N,18 - 5,13
N,18 - 4,14
G,14 - 5,9
G,16 - 6,10
G,13 - 2,11
G,16 - 4,12
G,19 - 6,13
G,18 - 4,14
G,17 - 2,15
G,20 - 4,16
G,18 - 1,17
O,13 - 3,10
O,18 - 7,11
O,13 - 1,12
O,20 - 7,13
O,20 - 6,14
O,17 - 2,15
O,19 - 3,16
O,18 - 1,17
O,19 - 1,18
