column,problem,answer
B,69 - 48,21
B,52 - 30,22
B,94 - 71,23
B,88 - 64,24
B,39 - 14,25
B,99 - 73,26
B,89 - 62,27
B,79 - 51,28
B,49 - 20,29
B,52 - 22,30
B,67 - 36,31
B,72 - 40,32
B,46 - 13,33
B,67 - 33,34
B,47 - 12,35
I,49 - 13,36
I,38 - 1,37
I,68 - 30,38
I,99 - 60,39
I,49 - 9,40
I,64 - 23,41
I,72 - 30,42
I,94 - 51,43
I,54 - 10,44
I,97 - 52,45
I,56 - 10,46
I,97 - 50,47
I,58 - 10,48
I,99 - 50,49
I,86 - 36,50
N,86 - 35,51
N,98 - 46,52
N,65 - 12,53
N,78 - 24,54
N,67 - 12,55
N,87 - 31,56
N,59 - 2,57
N,99 - 41,58
N,79 - 20,59
N,75 - 15,60
N,82 - 21,61
N,92 - 30,62
N,96 - 33,63
N,88 - 24,64
N,87 - 22,65
G,72 - 6,66
G,83 - 16,67
G,94 - 26,68
G,73 - 4,69
G,72 - 2,70
G,80 - 9,71
G,81 - 9,72
G,81 - 8,73
G,92 - 18,74
G,92 - 17,75
G,84 - 8,76
G,81 - 4,77
G,83 - 5,78
G,91 - 12,79
G,99 - 19,80
O,90 - 9,81
O,91 - 9,82
O,92 - 9,83
O,90 - 6,84
O,91 - 6,85
O,92 - 6,86
O,90 - 3,87
O,95 - 7,88
O,98 - 9,89
O,94 - 4,90
O,92 - 1,91
O,95 - 3,92
O,96 - 3,93
O,95 - 1,94
O,96 - 1,95
