column,problem,answer
B,10 + 11,21
B,97 - 75,22
B,2 + 21,23
B,25 - 1,24
B,2 + 23,25
B,49 - 23,26
B,7 + 20,27
B,69 - 41,28
B,4 + 25,29
B,90 - 60,30
B,11 + 20,31
B,96 - 64,32
B,21 + 12,33
B,96 - 62,34
B,24 + 11,35
I,30 + 6,36
I,49 - 12,37
I,15 + 23,38
I,69 - 30,39
I,20 + 20,40
I,55 - 14,41
I,30 + 12,42
I,56 - 13,43
I,3 + 41,44
I,85 - 40,45
I,4 + 42,46
I,87 - 40,47
I,14 + 34,48
I,89 - 40,49
I,20 + 30,50
N,20 + 31,51
N,98 - 46,52
N,42 + 11,53
N,58 - 4,54
N,33 + 22,55
N,67 - 11,56
N,42 + 15,57
N,89 - 31,58
N,21 + 38,59
N,86 - 26,60
N,30 + 31,61
N,87 - 25,62
N,53 + 10,63
N,86 - 22,64
N,5 + 60,65
G,48 + 18,66
G,75 - 8,67
G,39 + 29,68
G,72 - 3,69
G,33 + 37,70
G,80 - 9,71
G,47 + 25,72
G,90 - 17,73
G,68 + 6,74
G,84 - 9,75
G,17 + 59,76
G,96 - 19,77
G,19 + 59,78
G,80 - 1,79
G,72 + 8,80
O,32 + 49,81
O,90 - 8,82
O,16 + 67,83
O,92 - 8,84
O,46 + 39,85
O,95 - 9,86
O,38 + 49,87
O,93 - 5,88
O,17 + 72,89
O,99 - 9,90
O,68 + 23,91
O,95 - 3,92
O,37 + 56,93
O,98 - 4,94
O,18 + 77,95
