column,problem,answer
B,150 × 2,300
B,146 × 3,438
B,107 × 5,535
B,104 × 6,624
B,142 × 5,710
B,263 × 3,789
B,217 × 4,868
B,317 × 3,951
B,257 × 4,1028
B,554 × 2,1108
B,132 × 9,1188
B,317 × 4,1268
B,150 × 9,1350
B,286 × 5,1430
B,503 × 3,1509
I,397 × 4,1588
I,557 × 3,1671
I,583 × 3,1749
I,366 × 5,1830
I,955 × 2,1910
I,994 × 2,1988
I,517 × 4,2068
I,430 × 5,2150
I,557 × 4,2228
I,577 × 4,2308
I,478 × 5,2390
I,617 × 4,2468
I,364 × 7,2548
I,526 × 5,2630
I,677 × 4,2708
N,929 × 3,2787
N,478 × 6,2868
N,421 × 7,2947
N,337 × 9,3033
N,781 × 4,3124
N,459 × 7,3213
N,413 × 8,3304
N,485 × 7,3395
N,581 × 6,3486
N,715 × 5,3575
N,733 × 5,3665
N,537 × 7,3759
N,481 × 8,3848
N,492 × 8,3936
N,672 × 6,4032
G,459 × 9,4131
G,705 × 6,4230
G,722 × 6,4332
G,554 × 8,4432
G,906 × 5,4530
G,662 × 7,4634
G,947 × 5,4735
G,537 × 9,4833
G,987 × 5,4935
G,721 × 7,5047
G,647 × 8,5176
G,663 × 8,5304
G,906 × 6,5436
G,618 × 9,5562
G,712 × 8,5696
O,647 × 9,5823
O,992 × 6,5952
O,871 × 7,6097
O,782 × 8,6256
O,713 × 9,6417
O,939 × 7,6573
O,748 × 9,6732
O,861 × 8,6888
O,786 × 9,7074
O,812 × 9,7308
O,943 × 8,7544
O,973 × 8,7784
O,894 × 9,8046
O,946 × 9,8514
O,999 × 9,8991
