column,problem,answer
B,10 × 3,30
B,14 × 3,42
B,17 × 3,51
B,10 × 6,60
B,17 × 4,68
B,19 × 4,76
B,12 × 7,84
B,23 × 4,92
B,33 × 3,99
B,36 × 3,108
B,23 × 5,115
B,41 × 3,123
B,65 × 2,130
B,69 × 2,138
B,49 × 3,147
I,77 × 2,154
I,23 × 7,161
I,19 × 9,171
I,59 × 3,177
I,37 × 5,185
I,96 × 2,192
I,29 × 7,203
I,70 × 3,210
I,31 × 7,217
I,75 × 3,225
I,26 × 9,234
I,81 × 3,243
I,83 × 3,249
I,86 × 3,258
I,53 × 5,265
N,34 × 8,272
N,94 × 3,282
N,58 × 5,290
N,37 × 8,296
N,61 × 5,305
N,79 × 4,316
N,65 × 5,325
N,37 × 9,333
N,49 × 7,343
N,39 × 9,351
N,40 × 9,360
N,41 × 9,369
N,94 × 4,376
N,43 × 9,387
N,57 × 7,399
G,68 × 6,408
G,52 × 8,416
G,71 × 6,426
G,87 × 5,435
G,56 × 8,448
G,92 × 5,460
G,67 × 7,469
G,68 × 7,476
G,81 × 6,486
G,71 × 7,497
G,64 × 8,512
G,87 × 6,522
G,89 × 6,534
G,61 × 9,549
G,94 × 6,564
O,96 × 6,576
O,84 × 7,588
O,86 × 7,602
O,69 × 9,621
O,91 × 7,637
O,93 × 7,651
O,95 × 7,665
O,85 × 8,680
O,78 × 9,702
O,91 × 8,728
O,83 × 9,747
O,96 × 8,768
O,89 × 9,801
O,94 × 9,846
O,99 × 9,891
