column,problem,answer
B,10 × 10,100
B,15 × 15,225
B,26 × 12,312
B,17 × 23,391
B,36 × 13,468
B,11 × 49,539
B,10 × 61,610
B,11 × 62,682
B,31 × 24,744
B,19 × 43,817
B,42 × 21,882
B,13 × 73,949
B,20 × 51,1020
B,23 × 47,1081
B,89 × 13,1157
I,24 × 51,1224
I,81 × 16,1296
I,98 × 14,1372
I,63 × 23,1449
I,80 × 19,1520
I,47 × 34,1598
I,73 × 23,1679
I,25 × 70,1750
I,61 × 30,1830
I,87 × 22,1914
I,37 × 54,1998
I,67 × 31,2077
I,23 × 94,2162
I,51 × 44,2244
I,41 × 57,2337
N,59 × 41,2419
N,68 × 37,2516
N,51 × 51,2601
N,49 × 55,2695
N,30 × 93,2790
N,31 × 93,2883
N,35 × 85,2975
N,37 × 83,3071
N,99 × 32,3168
N,71 × 46,3266
N,59 × 57,3363
N,39 × 89,3471
N,44 × 81,3564
N,60 × 61,3660
N,77 × 49,3773
G,68 × 57,3876
G,70 × 57,3990
G,89 × 46,4094
G,43 × 98,4214
G,94 × 46,4324
G,87 × 51,4437
G,49 × 93,4557
G,64 × 73,4672
G,76 × 63,4788
G,91 × 54,4914
G,58 × 87,5046
G,75 × 69,5175
G,59 × 90,5310
G,69 × 79,5451
G,70 × 80,5600
O,83 × 69,5727
O,70 × 84,5880
O,67 × 90,6030
O,73 × 85,6205
O,84 × 76,6384
O,83 × 79,6557
O,71 × 95,6745
O,88 × 79,6952
O,77 × 93,7161
O,85 × 87,7395
O,86 × 89,7654
O,96 × 83,7968
O,84 × 99,8316
O,99 × 89,8811
O,99 × 99,9801
